scene,time,headsetRotationX,headsetRotationY,headsetRotationZ,headsetRotationW
1,-0.1601207,-0.8376415,-0.07943956,0.5161468
1,-0.1607504,-0.8374192,-0.0796269,0.5162829
1,-0.1615756,-0.8371298,-0.08000122,0.5164368
1,-0.1624698,-0.8367686,-0.08041822,0.5166768
1,-0.1634691,-0.8364164,-0.08086852,0.5168615
1,-0.1646009,-0.8360643,-0.08121625,0.5170174
1,-0.1658683,-0.8356143,-0.08183684,0.517242
1,-0.1672761,-0.8351815,-0.08256814,0.5173714
1,-0.1687557,-0.8346586,-0.08325864,0.5176241
1,-0.1703372,-0.834177,-0.08410577,0.5177455
1,-0.1720043,-0.8336384,-0.08479263,0.5179496
1,-0.1736256,-0.8331588,-0.08554414,0.5180569
1,-0.1752364,-0.8326151,-0.08655376,0.5182208
1,-0.1770079,-0.8320066,-0.08755855,0.5184273
1,-0.1790061,-0.8313833,-0.0885702,0.5185692
1,-0.1814006,-0.8305728,-0.08979546,0.5188251
1,-0.1841229,-0.8296732,-0.09149582,0.5190084
1,-0.1869957,-0.8287503,-0.0930345,0.5191823
1,-0.1896964,-0.8278278,-0.09460847,0.5193898
1,-0.1922583,-0.8269935,-0.09618852,0.5194865
1,-0.1947165,-0.82616,-0.09737423,0.5196764
1,-0.1970623,-0.8253947,-0.09852795,0.5197906
1,-0.1993748,-0.824665,-0.0996641,0.5198506
1,-0.2015903,-0.8239686,-0.1004643,0.5199462
1,-0.2038441,-0.8232377,-0.1014585,0.5200322
1,-0.2061708,-0.8224615,-0.1025232,0.5201343
1,-0.2084686,-0.8216603,-0.103551,0.5202811
1,-0.210853,-0.8208759,-0.1045112,0.5203664
1,-0.2131205,-0.8200614,-0.1054728,0.5205329
1,-0.2153443,-0.8193009,-0.1062899,0.5206491
1,-0.2176571,-0.8185266,-0.1071877,0.5207213
1,-0.2197169,-0.8178705,-0.10806,0.5207067
1,-0.2219427,-0.8170943,-0.1088203,0.520823
1,-0.2239664,-0.8163694,-0.1096179,0.5209262
1,-0.2260537,-0.8156806,-0.1104362,0.5209307
1,-0.2281816,-0.8149413,-0.1110806,0.5210229
1,-0.2303253,-0.8142198,-0.1117522,0.5210643
1,-0.232495,-0.8134724,-0.1125978,0.5210859
1,-0.2346906,-0.8126926,-0.1132201,0.5211836
1,-0.2368019,-0.8119372,-0.1141249,0.5212086
1,-0.2389077,-0.8111727,-0.1149424,0.5212583
1,-0.2409391,-0.8105347,-0.1155552,0.5211802
1,-0.242854,-0.8099009,-0.1162491,0.5211225
1,-0.2445536,-0.80937,-0.1166508,0.5210627
1,-0.246206,-0.8088139,-0.1170563,0.5210571
1,-0.247665,-0.808329,-0.1171959,0.5210869
1,-0.2488792,-0.8078759,-0.1175465,0.5211321
1,-0.2498565,-0.8074641,-0.1178514,0.5212337
1,-0.2508235,-0.8071116,-0.1180921,0.5212606
1,-0.2516868,-0.806799,-0.1183254,0.5212756
1,-0.252503,-0.8065723,-0.1185296,0.5211853
1,-0.2533739,-0.8063216,-0.1187854,0.5210924
1,-0.2541644,-0.8060935,-0.1190976,0.520989
1,-0.2548724,-0.8058257,-0.1192983,0.5210116
1,-0.255483,-0.8056469,-0.1194969,0.5209435
